0,0
0.0001,1.9899e-08
0.0002,7.9597e-08
0.0003,1.7909e-07
0.0004,3.1839e-07
0.0005,4.9748e-07
0.0006,7.1637e-07
0.0007,9.7506e-07
0.0008,1.2736e-06
0.0009,1.6118e-06
0.001,1.9899e-06
0.0011,2.4078e-06
0.0012,2.8655e-06
0.0013,3.363e-06
0.0014,3.9002e-06
0.0015,4.4773e-06
0.0016,5.0942e-06
0.0017,5.7509e-06
0.0018,6.4473e-06
0.0019,7.1836e-06
0.002,7.9597e-06
0.0021,8.7755e-06
0.0022,9.6312e-06
0.0023,1.0527e-05
0.0024,1.1462e-05
0.0025,1.2437e-05
0.0026,1.3452e-05
0.0026999,1.4506e-05
0.0027999,1.5601e-05
0.0028999,1.6735e-05
0.0029999,1.7909e-05
0.0030999,1.9123e-05
0.0031999,2.0377e-05
0.0032999,2.167e-05
0.0033999,2.3003e-05
0.0034999,2.4376e-05
0.0035999,2.5789e-05
0.0036999,2.7242e-05
0.0037999,2.8734e-05
0.0038998,3.0266e-05
0.0039998,3.1838e-05
0.0040998,3.345e-05
0.0041998,3.5101e-05
0.0042998,3.6793e-05
0.0043998,3.8524e-05
0.0044998,4.0295e-05
0.0045997,4.2106e-05
0.0046997,4.3956e-05
0.0047997,4.5846e-05
0.0048997,4.7777e-05
0.0049997,4.9746e-05
0.0050996,5.1756e-05
0.0051996,5.3806e-05
0.0052996,5.5895e-05
0.0053996,5.8024e-05
0.0054996,6.0193e-05
0.0055995,6.2401e-05
0.0056995,6.465e-05
0.0057995,6.6938e-05
0.0058995,6.9266e-05
0.0059994,7.1634e-05
0.0060994,7.4041e-05
0.0061994,7.6489e-05
0.0062993,7.8976e-05
0.0063993,8.1503e-05
0.0064993,8.407e-05
0.0065992,8.6676e-05
0.0066992,8.9322e-05
0.0067992,9.2009e-05
0.0068991,9.4734e-05
0.0069991,9.75e-05
0.0070991,0.00010031
0.007199,0.00010315
0.007299,0.00010604
0.0073989,0.00010896
0.0074989,0.00011192
0.0075988,0.00011493
0.0076988,0.00011797
0.0077987,0.00012106
0.0078987,0.00012418
0.0079986,0.00012734
0.0080986,0.00013055
0.0081985,0.00013379
0.0082985,0.00013707
0.0083984,0.0001404
0.0084984,0.00014376
0.0085983,0.00014716
0.0086983,0.0001506
0.0087982,0.00015408
0.0088981,0.00015761
0.0089981,0.00016117
0.009098,0.00016477
0.0091979,0.00016841
0.0092979,0.00017209
0.0093978,0.00017581
0.0094977,0.00017957
0.0095977,0.00018337
0.0096976,0.00018721
0.0097975,0.00019109
0.0098974,0.00019501
0.0099974,0.00019897
0.010097,0.00020296
0.010197,0.000207
0.010297,0.00021108
0.010397,0.0002152
0.010497,0.00021936
0.010597,0.00022355
0.010697,0.00022779
0.010797,0.00023207
0.010897,0.00023639
0.010996,0.00024074
0.011096,0.00024514
0.011196,0.00024957
